,LH,Eckhardt,Chapman,UKIH
Station_0,-0.27524744679621294,-0.007048008155484231,0.3025319949375682,-0.6972491326843997
Station_1,0.31787297218473776,0.025490072675479647,0.2585321431060432,0.3117322186335787
Station_2,0.23837849056792904,0.9641128702139405,0.25708368384357005,0.2315141803990063
