,Station_0,Station_1,Station_2
2020-01-01,16.423027256828554,1.4135443307461153,2.138340448179768
2020-01-02,13.392516100381577,1.3574456961624677,2.900062603826278
2020-01-03,11.358564771325137,1.3091624485866609,3.163318504292032
2020-01-04,10.032985304093927,1.262602857294138,2.0894413934894
2020-01-05,8.904732240717292,1.230332974857158,2.05211002410003
2020-01-06,8.114325621638367,1.1896944863414074,1.9652729559909392
2020-01-07,7.766595838617846,1.1590563361095583,2.999997510210369
2020-01-08,7.430895168934981,1.1427206250748407,2.8589588642771138
2020-01-09,7.055372924151751,1.1213411591431457,2.7664344717371336
2020-01-10,6.907413055661416,1.0874383874854476,10.849956858359203
2020-01-11,6.6897336738613005,1.0564766541622381,13.414291951721609
2020-01-12,19.598081589274354,1.0340849955893383,13.417310698557744
2020-01-13,28.722592710883816,0.9958293031082682,2.3325340086713235
2020-01-14,32.91185293453376,0.9666690403686474,2.7827868958977358
2020-01-15,15.017217469730774,0.9505419026706358,2.4658295655989773
2020-01-16,12.362295765301903,0.9305351591754052,2.7702522778557594
2020-01-17,10.451595573801246,0.9287920907609467,3.098881242521963
2020-01-18,9.264264107934848,0.9064876718381204,2.877194464152024
2020-01-19,8.294258363999239,0.8822925853420144,3.0835616944700828
2020-01-20,7.558126176229401,0.8611338472624316,2.395395889182553
2020-01-21,7.370053935373809,0.8489483136894953,2.3203743276059687
2020-01-22,7.047064445440019,0.8363855360809394,2.7232426939462684
2020-01-23,6.8550361455555855,0.8444712713613395,2.755348331254046
2020-01-24,6.552036840454479,0.8309037573305824,2.3649838398766194
2020-01-25,6.440835917272553,0.8222556504320558,2.565622210800735
2020-01-26,6.438526252133222,0.8213226205693055,3.1565102533114415
2020-01-27,6.2948359042373205,0.8127573289662844,2.7909153607418036
2020-01-28,6.368885330531729,0.8105955806412902,2.9192478582313575
2020-01-29,6.311284337426859,0.8077279112945079,2.859119959094393
2020-01-30,6.307502137354758,0.8091546290202273,3.028089621448
2020-01-31,6.271208595222327,0.7926662194913567,3.155720536077627
2020-02-01,6.526138917275322,0.7958697153933401,3.2944462589167403
2020-02-02,6.4945710204480305,0.7917221572661989,3.3449822655086203
2020-02-03,6.355668829647079,0.7911029095582497,3.4756137543350323
2020-02-04,6.473795603347023,0.786468998260561,3.427121786347553
2020-02-05,6.326456944792657,0.7995131361264661,3.3630357730117932
2020-02-06,6.3876688744874555,0.7821440161954515,3.151158196182572
2020-02-07,6.186408896305131,1.0368199204181348,1.9648350652473032
2020-02-08,6.119352540271027,1.2594620366768614,2.715571823686644
2020-02-09,6.247892066000686,1.450817017114347,2.902805026286936
2020-02-10,6.401859334356027,1.5977329042130342,3.027747369433876
2020-02-11,6.447805137090391,1.7084537495693257,2.794435441306454
2020-02-12,6.449963831614611,1.7893461001010138,3.479194357614899
2020-02-13,6.433063515222535,1.8589181367082905,2.8630663444710187
2020-02-14,6.290232066705105,1.794297687998517,3.4676847238782664
2020-02-15,6.279146849604538,1.73474620877747,3.5305907287986233
2020-02-16,6.303721228245468,1.6792555117327044,3.786563533485463
2020-02-17,6.496302801325275,3.487606797571807,4.047110963649926
2020-02-18,6.553260142462442,5.166661394380939,4.519167084447891
2020-02-19,6.357051881318399,6.484567305561525,4.541526366568248
2020-02-20,6.459861862874597,8.01706377594476,4.493669997120486
2020-02-21,6.454662001316021,9.249156171307023,53.23512501029871
2020-02-22,6.421267249904786,10.15461582857085,71.03528779199507
2020-02-23,6.54769693923535,9.974507509807903,70.43521010733815
2020-02-24,6.687453995442188,9.742469757010745,4.2398382094713245
2020-02-25,6.777677033500866,3.3032302376173415,4.355100823907811
2020-02-26,6.643515332056722,3.1740875741045937,4.683132348297251
2020-02-27,6.613502586725177,3.055103950908357,4.511338548800338
2020-02-28,6.6690815028318005,2.931842101654151,4.497297742612571
2020-02-29,6.785135232284158,2.825191205420931,4.347210903219186
2020-03-01,6.705239528323693,2.7240322495330567,5.003629958267812
2020-03-02,6.6866877292645555,2.6361353535973686,4.825391655912565
2020-03-03,6.573285676927518,2.553075035850808,4.968759380125034
2020-03-04,6.487860292304784,2.4736933300906276,4.844312458149087
2020-03-05,6.660455349716685,2.384754128844106,5.044847450515912
2020-03-06,6.847504271886156,2.31663505841629,4.424202822407163
2020-03-07,6.8207828080171735,2.2565056268897674,27.8901280408881
2020-03-08,9.628372988984815,2.19503833353941,36.46973232414619
2020-03-09,11.527090270031717,2.1424043705901883,36.84656768846963
2020-03-10,12.342715317002131,2.086177474352173,33.94940111676258
2020-03-11,12.688970949216605,2.043019495800824,5.649964819313249
2020-03-12,12.777394006032923,2.3149312111582008,5.359934325652581
2020-03-13,12.416734707786487,2.584550661484877,5.241955144836667
2020-03-14,12.139328642954478,2.768135228583393,5.703202036333697
2020-03-15,10.276832458465478,4.3950669101691435,5.558009057716529
2020-03-16,9.367827257529633,5.882177247400752,6.275795764627743
2020-03-17,8.652564000152205,7.035304781911929,5.780442270536941
2020-03-18,8.112709367958066,7.904589400622099,5.771142154904682
2020-03-19,7.784029822643574,9.01323400357351,5.722892627748767
2020-03-20,7.3228138894211625,9.144834893850152,5.631412972439883
2020-03-21,7.205739570976736,9.176630363993674,6.209696844728372
2020-03-22,7.194545121848163,4.913238914949451,6.128402014900375
2020-03-23,7.319363782338184,4.727630788090562,6.7469977822543346
2020-03-24,7.185514723593518,4.547127989661657,6.704212305278176
2020-03-25,7.064235270245414,4.390586408592519,6.175818411850089
2020-03-26,7.019604884252674,4.219850745568681,6.349965122624726
2020-03-27,7.154833611684547,4.089498428348484,6.719709332604253
2020-03-28,7.188531911036218,3.949493087681807,7.30617685422864
2020-03-29,7.120258003993246,3.816233054330078,7.063282651565263
2020-03-30,7.196544351646526,3.7016597210595776,7.096803821778396
2020-03-31,7.208416540406463,3.5869623943879247,6.811034647286625
2020-04-01,7.321449347521307,3.4954727529481335,7.597992120781194
2020-04-02,7.21665115249021,3.403163740990815,6.9208495448928575
2020-04-03,7.191537742578438,3.3246613554288134,7.4743534924055695
2020-04-04,7.172440349683023,3.242648121258716,7.6653872777978185
2020-04-05,7.043219125687386,3.17386166831985,7.9042675427572595
2020-04-06,7.158403616838427,3.113929515988354,8.155643591841022
2020-04-07,7.241013266816317,3.057366915246545,8.445079164470412
2020-04-08,7.275735994835094,3.0208567532272594,8.316801224441386
2020-04-09,7.278772841320914,2.9803874685613927,7.812227202855566
2020-04-10,7.152744805859466,2.9413093171111004,8.677725784632573
2020-04-11,7.183391407329658,2.8898228382227513,8.414604115547382
2020-04-12,7.219696732732294,2.861814851663833,8.840194650434096
2020-04-13,7.198933848180489,2.844578208644761,8.710697571735185
2020-04-14,7.263194577188104,2.814688014047324,9.043525296047541
2020-04-15,12.85917122460159,2.792697952374677,9.00041492961552
2020-04-16,16.95416327897986,2.7509866901859286,8.938736385575462
2020-04-17,18.812707919372894,2.7284471597968865,9.374333836446532
2020-04-18,15.471672696207131,2.7024844564283876,8.595303859286261
2020-04-19,13.099217990537452,2.6980549841557866,9.015093632211702
2020-04-20,11.23360499586136,2.6938551460772104,9.350481973339571
2020-04-21,10.147474600221203,2.6923128903101685,9.645696987651986
2020-04-22,9.402398851508512,2.690192142031359,9.543085729100053
2020-04-23,9.159336880188775,2.7021384189575843,9.171595981073564
2020-04-24,8.693456060953878,2.6969627442064583,9.775473148356056
2020-04-25,8.429161855523992,2.7036071745594135,9.618592658655427
2020-04-26,8.21180645586469,2.717344404029207,10.169082696937728
2020-04-27,7.9367259353066695,2.7259066478594978,10.367379094471591
2020-04-28,8.0125072939171,3.6311151261980252,10.391708935986431
2020-04-29,8.027169366831304,4.476193131924744,10.933587028279833
2020-04-30,8.047829165358953,5.1407080766526025,11.100041064448575
2020-05-01,7.87510671504273,5.660580653289763,10.570316213922208
2020-05-02,8.02260767691006,6.030886323365646,10.212180527154189
2020-05-03,7.813297180542597,5.8461313654190015,11.096245191016079
2020-05-04,7.898379257896636,5.671324875082297,11.76423743465534
2020-05-05,8.14595319911054,5.513526835059749,11.178532890573711
2020-05-06,7.96393489040816,5.382542990493384,11.333225737295928
2020-05-07,7.890371621966385,5.24348175041103,11.083534902706546
2020-05-08,7.920215171619154,5.130808878596218,11.143837629377936
2020-05-09,7.87833955109788,5.023868670079121,12.311532967855536
2020-05-10,7.735747915520367,4.9167238356430865,12.062264994510606
2020-05-11,7.825394766502582,4.818593672398329,11.931079516264077
2020-05-12,7.7653726923661255,4.72920830563392,11.966935038827845
2020-05-13,7.903328156229581,4.639014944312498,11.629204780797258
2020-05-14,7.847298174276843,4.568148346587824,12.052097106367897
2020-05-15,8.093985116350941,4.493391299615029,12.717394923609506
2020-05-16,8.007267797997194,4.430405075918002,12.914091453091872
2020-05-17,8.004287520780057,5.49802202395539,33.532883750102165
2020-05-18,8.136520924413686,6.512127423357102,41.16995215062194
2020-05-19,8.002274756675563,7.3050918964758695,41.38406997027961
2020-05-20,8.079097526806958,7.0654342819192255,38.648175141221785
2020-05-21,8.26074254689743,6.85430529693574,35.35822108643754
2020-05-22,8.062121053161396,6.651125629818771,32.01635819617851
2020-05-23,20.24181117735822,7.951355379579477,29.69000143211981
2020-05-24,28.788683231639958,9.17483550016646,13.964586956488446
2020-05-25,33.02448422482379,10.093756861210633,13.467125480128633
2020-05-26,20.538691649476743,9.700447996269922,20.884753223680722
2020-05-27,16.72171666675044,9.333617837012728,58.80994061154114
2020-05-28,14.261521213367967,8.990645237730002,71.45893730779314
2020-05-29,12.517044664809184,8.680452574323619,70.00665379637726
2020-05-30,11.294216636805412,8.401803409478994,56.09687303049407
2020-05-31,10.452976075667243,8.110603527969367,14.754215463719573
2020-06-01,9.751534419175533,7.841483039045073,14.724903009134197
2020-06-02,9.36816237239754,7.61010517565123,14.503939201187924
2020-06-03,9.11086013702127,7.374071757535481,59.344830151063334
2020-06-04,8.82048704657144,7.152251851945556,75.7852467960433
2020-06-05,8.914326342165321,6.974128312492566,75.41432956824046
2020-06-06,8.826149653281846,6.788919322112553,69.48053248891696
2020-06-07,8.579345769915577,6.616772242371772,62.43348338231844
2020-06-08,8.620315985297664,6.45453901332849,15.118807933766247
2020-06-09,8.467689908965408,6.312605878308218,14.805012182761876
2020-06-10,8.564707570616946,6.166758531768251,14.478221037404893
2020-06-11,8.678651310779248,6.054998514361766,34.52328218661173
2020-06-12,8.537381643287322,5.943064844291145,42.956168886098816
2020-06-13,8.64464311505911,5.832710388702358,42.170240941194365
2020-06-14,8.660787939632137,5.72630201681742,39.34705062455359
2020-06-15,8.722027836423461,5.633048786914875,15.380843829242593
2020-06-16,8.890355172383188,5.554360338684853,14.895374843545127
2020-06-17,8.7682623739929,5.494518115849371,15.154323876726517
2020-06-18,8.628171094840686,5.430396319617879,15.169864905128426
2020-06-19,8.517695707724927,5.367240401774144,14.956572535198957
2020-06-20,8.451672089156663,5.301085243625535,15.200748375578465
2020-06-21,8.492229475318426,5.249739523150495,15.840893437385823
2020-06-22,8.57097234716222,5.189621631344346,15.564048572829607
2020-06-23,8.621552169218345,5.139698002924759,15.44694519335178
2020-06-24,8.722150820332802,5.100617404502756,15.580321531615875
2020-06-25,8.702707078080174,5.060207967171992,35.80649772207949
2020-06-26,8.855143982793368,5.01273583601974,44.48138034244721
2020-06-27,8.769156484712896,4.9619047413677135,44.268194952783105
2020-06-28,9.050173587672665,4.931618403584415,40.96182758753362
2020-06-29,14.516647825646077,4.900940103062232,37.85542238144203
2020-06-30,18.18020542964506,4.879362885593138,33.777821756400755
2020-07-01,19.898852249358345,4.852657360188288,31.63788681360059
2020-07-02,22.863800048140074,4.824661625725058,16.648289853845966
2020-07-03,20.885101210962166,4.810718501035275,16.155870270458017
2020-07-04,19.26426533401675,6.010926234377268,15.682840577007612
2020-07-05,17.811637859668462,7.1118434107420025,16.043001280482496
2020-07-06,15.082825818901302,7.967827304339796,15.58870051897505
2020-07-07,13.084441823379693,8.629987102047993,16.073368795793307
2020-07-08,11.609735458908311,9.11843558189806,15.788059557702246
2020-07-09,10.699034522860101,9.46423272817386,15.265254547496559
2020-07-10,10.210025737322761,9.163913691647224,15.487071130742724
2020-07-11,9.795431154248186,8.89228501084212,16.262788809156454
2020-07-12,9.3400191861919,8.612881542363736,15.540918962321754
2020-07-13,9.182860969399895,8.358941093454531,15.44702965400894
2020-07-14,9.097500926796826,8.12131383189009,28.83905763618426
2020-07-15,8.894100821663862,8.547895863558297,33.445702025881005
2020-07-16,8.869886136762664,8.936491952724925,33.38121365430912
2020-07-17,8.842416567597459,9.217819836364916,31.597676948523798
2020-07-18,8.686987367886026,9.395716953731064,29.95700801874474
2020-07-19,8.748675916230196,9.508834229166158,16.834362649982168
2020-07-20,8.81498396985008,9.20383945671422,16.63600364960579
2020-07-21,8.920685717217594,8.908862095733245,15.715431613032656
2020-07-22,8.99124519269708,8.625606251673725,16.28495863646068
2020-07-23,8.764247540023941,8.371261785415934,16.297235215200782
2020-07-24,14.17681074565132,8.127233870603575,16.119640786065496
2020-07-25,18.133465332932097,8.38863704338478,16.110367148226015
2020-07-26,20.076528030303447,8.63992007387529,15.834473388319928
2020-07-27,20.733262285572753,8.801312377337885,15.584722695051964
2020-07-28,20.973212934857766,8.889897606204874,16.28249430582562
2020-07-29,20.25901093148632,8.92961857458499,15.980207247684925
2020-07-30,16.93922771636415,8.913556740955165,15.542854028589993
2020-07-31,14.591608080194973,8.878772856063355,15.848122632859672
2020-08-01,12.911252706120287,8.608437595075541,15.885493918100094
2020-08-02,11.622872859944758,8.349781588848371,16.058304641588684
2020-08-03,10.840811331808968,8.097779203525544,15.7223122337809
2020-08-04,10.11740422665317,7.862390425985776,15.451472609732006
2020-08-05,9.669841380655791,7.659216321785217,15.271924934429531
2020-08-06,9.326334457880387,7.465958192639039,15.193439194008395
2020-08-07,9.148283971052027,7.27803734870821,15.667213518696968
2020-08-08,9.275220544985851,7.100027024363832,15.759395119090678
2020-08-09,8.887188157934656,6.926958476132869,15.886393953384186
2020-08-10,8.903240222381646,6.769810816865666,15.790787916424227
2020-08-11,8.65118128714211,6.624037336624499,15.435166907639989
2020-08-12,8.601853356059227,6.469025670598733,16.13426577633129
2020-08-13,8.74217913157813,6.3452453401700035,15.614963628336373
2020-08-14,8.721630609622135,6.205801403089157,14.923388593190207
2020-08-15,8.574948173451238,6.09346397279789,15.406855234056318
2020-08-16,8.510670318231245,5.984071859085362,37.11024294840033
2020-08-17,8.621295413059764,5.883284758358818,45.20191479275126
2020-08-18,8.535806271037899,5.780095339749789,44.91506873207986
2020-08-19,8.580497363366923,6.713337307351853,42.15130873283801
2020-08-20,8.589360775463991,7.579705474008278,15.40154758494066
2020-08-21,8.513260698729699,8.238833295996628,15.00906338688696
2020-08-22,20.786547047198958,8.720328729140824,14.956682812376362
2020-08-23,29.210610900410003,9.062035746181376,15.286466750802436
2020-08-24,33.005409746189095,9.296052157810948,14.72617718240991
2020-08-25,34.38024462460128,8.98958306328232,22.882088731179284
2020-08-26,21.775518311605257,8.701720359596512,26.411267252276243
2020-08-27,17.901931321623707,8.41865571581062,26.26421800116013
2020-08-28,14.997480481494861,8.152732823744566,15.548641101856678
2020-08-29,13.035746269701777,7.904261666686144,14.648949634917917
2020-08-30,11.727820877131213,7.665043038124299,14.80188308641589
2020-08-31,10.848475173402077,8.720723008241244,14.490054850771537
2020-09-01,9.993696165459644,9.71673138005047,14.361388469717541
2020-09-02,9.489036749084134,10.459333646852109,14.267789844248197
2020-09-03,9.115318243594869,10.062582212740738,14.188332523560577
2020-09-04,8.828956152049221,9.684098119571582,14.330732207179604
2020-09-05,8.89869773055614,9.32286083993529,13.993680480404562
2020-09-06,15.155917705952328,8.992000282454928,13.213005957346319
2020-09-07,19.34614690871496,8.679344248549732,13.45840607116665
2020-09-08,21.569697544328612,8.373752154641545,13.586001919937758
2020-09-09,22.447883660845097,8.100825571306025,13.630595726237638
2020-09-10,18.334344490989764,7.841700797912766,13.347344726386263
2020-09-11,15.157756102597077,7.590491103257378,12.997078875208315
2020-09-12,13.04493765054334,7.343326880282646,13.36929990233414
2020-09-13,11.758673004415888,7.110175860377367,13.519383642952153
2020-09-14,10.628296446867722,6.903298614828242,12.795401719816399
2020-09-15,9.962121762268335,6.699720576019092,12.876275642764474
2020-09-16,9.527909216271784,6.509120076084538,12.704413790517373
2020-09-17,9.025330026041916,6.321630531942429,12.903893435253075
2020-09-18,8.766568037380685,6.159988315390903,12.718034741270257
2020-09-19,8.2186941032755,5.984416695953343,12.25025884508226
2020-09-20,8.081360027882742,5.833034989670915,12.810659449507353
2020-09-21,8.067484670211291,5.692543517420859,12.742696315059034
2020-09-22,7.939367573966104,5.561056046240067,12.397812144547483
2020-09-23,8.171313389564492,5.434839328570291,12.029171863590015
2020-09-24,7.980533396265713,5.300698849489181,11.782373578426112
2020-09-25,7.953820471453307,5.1796218716667966,11.90530789091396
2020-09-26,7.994390592482065,5.061471809985645,11.390637322877668
2020-09-27,8.166076954286195,4.94527269085589,12.218737973322618
2020-09-28,7.953973101214705,4.829577460842563,11.740434804361666
2020-09-29,8.094897027357797,4.7374544615943766,11.689588760542424
2020-09-30,8.056994896711945,4.654857581554231,11.498766073381248
2020-10-01,7.912077810224696,4.561138709684525,11.54915611950752
2020-10-02,7.968747544111128,4.482230519883567,11.710862821932526
2020-10-03,11.51574507840446,4.404385777473228,10.641472016919755
2020-10-04,13.904237519895444,4.317629865035927,11.17636614288339
2020-10-05,15.11646703251741,4.240741838052971,11.062630771651895
2020-10-06,15.456491702320765,4.16792077143751,11.313782619297665
2020-10-07,15.361515383886852,4.1033341396392595,11.136486022504732
2020-10-08,13.175552734398213,4.035615009570119,10.41833128199213
2020-10-09,11.74302998152306,3.954951014219157,10.179781247026558
2020-10-10,10.412715175471037,3.906501980081167,10.747066146415623
2020-10-11,9.857553067741623,3.847259585881714,10.77625823590844
2020-10-12,8.99865051951263,3.778367851816228,10.390846505014474
2020-10-13,8.595366134745271,3.707289022840468,10.45771426491871
2020-10-14,8.39087247124439,3.6440390352982073,10.033879225390628
2020-10-15,13.510129803952648,3.586944393858876,10.283817367607055
2020-10-16,16.988110971860078,3.5286758256441653,9.929824578723627
2020-10-17,18.670386623834023,3.4736575184639804,43.71826159373371
2020-10-18,19.13444424964488,3.415570960493452,56.533062614918066
2020-10-19,18.86783506033526,3.3719304746129235,55.99909614035857
2020-10-20,18.349897550711503,3.3158521696631102,51.60007658325547
2020-10-21,15.156616035606799,3.274196624274077,45.24019849512145
2020-10-22,12.794079358751667,3.234238081982208,9.724519170464053
2020-10-23,11.313695827711049,3.1768863551214563,10.06673319105797
2020-10-24,10.203230991914898,3.1294963326683174,9.659113395999325
2020-10-25,9.476635837273953,3.094317670463231,9.06845750533377
2020-10-26,8.94076685549527,3.0531576609913262,8.919173997456898
2020-10-27,8.393683831111977,3.0183269044521794,8.404395306708668
2020-10-28,8.03495176115023,2.9854227233170403,8.926170408644573
2020-10-29,7.926163189061356,2.9344811148116627,8.558135421780992
2020-10-30,7.82845952572593,2.890345966279507,8.717050854645386
2020-10-31,7.682395983014907,2.8528866083364397,8.686620335772098
2020-11-01,7.589867855975763,2.811080353986774,8.568419903857977
2020-11-02,7.650956325308985,2.774907103221323,8.455482440468819
2020-11-03,7.475612296888353,2.7482619548425578,8.388452996612076
2020-11-04,7.4762686034786565,2.7076774365293588,8.600798641733029
2020-11-05,7.385837087185351,2.671076285988339,8.14210548651127
2020-11-06,7.314959184572733,2.6319726937641446,7.924378517848047
2020-11-07,7.409088105023727,2.577580103817261,6.93267674445761
2020-11-08,7.438293331345582,2.5345980292652723,7.0145501816490095
2020-11-09,7.451741451457348,2.497470824585101,16.750254847791286
2020-11-10,7.511414137056228,2.4587280678680394,20.76804602046785
2020-11-11,7.401751350710995,2.4307551163448644,20.831904510755937
2020-11-12,7.394440568344639,2.4049845056667567,19.47684400886421
2020-11-13,7.271122408573567,2.364444582682858,16.954185585250286
2020-11-14,7.251317669009181,2.338975956037277,16.10968832496874
2020-11-15,7.1804271692178325,2.3002433809866325,14.768938453074517
2020-11-16,7.151186993178225,2.26886705958902,6.952387907776191
2020-11-17,7.181957047253573,2.231930605948889,6.274636778242007
2020-11-18,7.037718059924262,2.1877224361066845,6.357102510259578
2020-11-19,7.262012178731338,2.1491152995489484,6.432699469847935
2020-11-20,7.0620864934921315,2.5541632658327327,6.589605717605675
2020-11-21,6.893257523547918,2.9524946385006205,6.0217817232446365
2020-11-22,7.039347864491133,3.2614045422372446,5.876802998842029
2020-11-23,7.095080212653646,3.488404288480491,5.644177936711321
2020-11-24,7.11015562777008,3.6409415274975463,5.834314863173038
2020-11-25,7.116314914199403,3.514217727496156,5.705119478994391
2020-11-26,7.04305392828284,3.3720373798547625,5.624535911747759
2020-11-27,6.886453407977964,3.261458874348986,5.370107550299239
2020-11-28,6.882558008318755,3.162917771811887,5.676696591354096
2020-11-29,6.7896831155858175,3.0592300563242576,5.759831054174123
2020-11-30,6.9077106998272715,2.9508321381413145,5.679188821191599
2020-12-01,21.418422914440303,2.8586269648217426,4.697177946465349
2020-12-02,31.503394252829843,2.76428885166904,5.057361641097532
2020-12-03,36.43800263549539,2.6653598508185476,5.238240945526434
2020-12-04,38.11799816365261,2.568529377041289,5.067638836180414
2020-12-05,37.60196714136885,2.485502078529976,5.078257269448329
2020-12-06,35.865693704388846,2.408314730176676,5.243629401413111
2020-12-07,17.91176776912963,2.3132760842395874,5.119276296393763
2020-12-08,14.583197092671124,2.267678149607985,5.148996049731038
2020-12-09,12.161850022876326,2.1961668532031973,5.311428795607321
2020-12-10,21.194069770485623,2.1420385141921114,5.1376883359585905
2020-12-11,27.598310552973675,2.0796159854347684,4.827688385413105
2020-12-12,30.281493992305617,2.0299910344240826,4.669715835637027
2020-12-13,16.064285484284337,1.9899973952831675,4.537543029223221
2020-12-14,13.157238882881181,1.9287107010369355,4.603586428869987
2020-12-15,11.174466946120626,1.8717422097869716,4.41717438387177
2020-12-16,9.841542014681862,1.8248599942096297,4.424196008866774
2020-12-17,9.036696532662667,1.782942774045781,4.14175763689339
2020-12-18,8.399513526816005,1.7363326799803103,3.9860926671785113
2020-12-19,7.834467961657863,1.6884749131687153,4.146827413988874
2020-12-20,7.451631920594766,1.632479971756521,3.904647530655592
2020-12-21,7.068838145392528,2.023447745990839,3.6593716759517525
2020-12-22,6.909627638935185,2.3800971262884554,3.708232601210134
2020-12-23,6.764714562513409,2.657316583933534,3.846320960669311
