,Station_0,Station_1,Station_2
2020-01-01,16.423027256828554,1.4135443307461153,2.138340448179768
2020-01-02,13.399279160995595,1.3669788531677713,2.0303350859837557
2020-01-03,11.536380202274707,1.3193426815156941,1.98554062273996
2020-01-04,10.537106575491528,1.2784040947891122,1.8838562778823322
2020-01-05,9.833339758648302,1.250193666350415,1.7398678274310613
2020-01-06,9.230225009734298,1.2252212930910102,1.61876176468998
2020-01-07,9.027540710983663,1.1995778464898308,1.5927764369107371
2020-01-08,8.996673718094728,1.1944959970578037,1.6114958716985766
2020-01-09,8.783863090360201,1.1957259532443258,1.584801254667739
2020-01-10,8.630758860796025,1.178343763199558,2.1632191487479338
2020-01-11,8.536643078917605,1.1502650506698853,3.210199654886126
2020-01-12,19.266193159646573,1.1314179751111964,3.9693668731918836
2020-01-13,36.877526052972385,1.1042320635870762,2.3325340086713235
2020-01-14,46.04212138351032,1.0694485446012452,2.168137722211815
2020-01-15,15.017217469730774,1.0541652511907318,2.038391494637747
2020-01-16,12.280528333650539,1.046016944925609,1.9267563787614799
2020-01-17,10.649802914838904,1.0498199214270416,1.8801960347729745
2020-01-18,9.721343282186298,1.0499245303275793,1.8321958888685659
2020-01-19,9.155933732690388,1.0277530717217522,1.788504538799495
2020-01-20,8.64270679403169,1.005755482927386,1.7294605363341713
2020-01-21,8.55001759254565,0.9940873478410139,1.6373927219574904
2020-01-22,8.606172739289676,0.9894325786261097,1.594606365039188
2020-01-23,8.510248160420389,1.002578844949203,1.5825612966062967
2020-01-24,8.338876081273785,1.0134709783088236,1.5381479293422187
2020-01-25,8.176344303221828,1.007604763353932,1.4973468131811267
2020-01-26,8.222664704295534,1.0126811647433012,1.5235810637369465
2020-01-27,8.19603283875912,1.0168720949712224,1.5423518469725641
2020-01-28,8.20670423064591,1.01903408427571,1.5339525446796274
2020-01-29,8.26769059224716,1.0257016826377332,1.5363421871490237
2020-01-30,8.244801948988862,1.0348781515124974,1.5445124685950153
2020-01-31,8.23303397850517,1.030563086096224,1.5702797318277213
2020-02-01,8.431303518166164,1.0273801825393272,1.603107452522965
2020-02-02,8.612872015918324,1.0351652288734452,1.6368663068259859
2020-02-03,8.453151770346855,1.038712017294435,1.6729285628895871
2020-02-04,8.436202126513312,1.0412451772722877,1.7037543137234863
2020-02-05,8.413467106085482,1.055977949429744,1.7185332291519038
2020-02-06,8.344641148998743,1.0581622669624406,1.7133308501013307
2020-02-07,8.235497384552689,1.2846415253590757,1.6401539283832192
2020-02-08,8.025922544007445,1.7297340080540988,1.5861828781749079
2020-02-09,8.103686043811523,2.107527474726664,1.5960723291229664
2020-02-10,8.351469068626393,2.408266859169518,1.6014316068549268
2020-02-11,8.506950542173438,2.62924197362203,1.5891431730064922
2020-02-12,8.526852161837763,2.7858308695861873,1.615567717349363
2020-02-13,8.498841037988981,2.9025583391120593,1.6390210402106282
2020-02-14,8.3569604552551,2.3340392886859846,1.6556062631511674
2020-02-15,8.233876888858113,2.24079506484464,1.7101476275811305
2020-02-16,8.258559260928017,2.156409022158696,1.7603286922658237
2020-02-17,8.446953274395167,3.8093761073733674,1.831268507430294
2020-02-18,8.645066964685714,7.04312066225925,1.9299116754915557
2020-02-19,8.506350128471013,9.760771647111588,2.0277091840719144
2020-02-20,8.42370121270892,12.295534379440292,2.092767456013383
2020-02-21,8.508250057692328,14.71021675647766,5.766459676300705
2020-02-22,8.471596669663125,16.506220523407727,12.392499308079975
2020-02-23,8.548894259981754,16.96712372079984,17.291255538850717
2020-02-24,8.764369720075667,16.374758217436312,4.2398382094713245
2020-02-25,8.934374952270383,3.3032302376173415,3.888750758223034
2020-02-26,8.869045227014702,3.17360010794,3.6408017713184524
2020-02-27,8.717339647452745,3.0601668586070905,3.435630106004542
2020-02-28,8.740304532713363,2.9470513054137224,3.248270596465542
2020-02-29,8.882649484193546,2.840567338070458,3.086697436162972
2020-03-01,8.900951124944495,2.7499771648059284,2.995624263300811
2020-03-02,8.80917286148408,2.672157710424781,2.942018405230918
2020-03-03,8.699717137084383,2.606549944900156,2.881959750626191
2020-03-04,8.543125062159628,2.5442989404687424,2.8347992273811187
2020-03-05,8.634617623083242,2.4722380899489482,2.801034524964461
2020-03-06,8.940203071141132,2.406762267496667,2.7446836939498427
2020-03-07,9.053552634619177,2.3643084065872717,4.407912141641463
2020-03-08,11.34748836909376,2.3240719734195845,7.52345736942851
2020-03-09,15.069700987298106,2.2870422082924438,9.870423327343833
